1.709999999999999964e+00	1.709999999999999964e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.652173913043478160e-01
1.520000000000000018e+00	1.520000000000000018e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.899999999999999911e+00	1.899999999999999911e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.899999999999999911e+00	1.899999999999999911e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.520000000000000018e+00	1.520000000000000018e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.899999999999999911e+00	1.899999999999999911e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.899999999999999911e+00	1.899999999999999911e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.899999999999999911e+00	1.899999999999999911e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.520000000000000018e+00	1.520000000000000018e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.520000000000000018e+00	1.520000000000000018e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.899999999999999911e+00	1.899999999999999911e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.520000000000000018e+00	1.520000000000000018e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.899999999999999911e+00	1.899999999999999911e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.899999999999999911e+00	1.899999999999999911e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.899999999999999911e+00	1.899999999999999911e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.520000000000000018e+00	1.520000000000000018e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.520000000000000018e+00	1.520000000000000018e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.899999999999999911e+00	1.899999999999999911e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.520000000000000018e+00	1.520000000000000018e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.899999999999999911e+00	1.899999999999999911e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.899999999999999911e+00	1.899999999999999911e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.899999999999999911e+00	1.899999999999999911e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
9.499999999999999556e-01	9.499999999999999556e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-8.260869565217390242e-01
7.600000000000000089e-01	7.600000000000000089e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-6.608695652173912638e-01
1.520000000000000018e+00	1.520000000000000018e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.520000000000000018e+00	1.520000000000000018e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.520000000000000018e+00	1.520000000000000018e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.709999999999999964e+00	1.709999999999999964e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.652173913043478160e-01
7.600000000000000089e-01	7.600000000000000089e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-6.608695652173912638e-01
1.899999999999999911e+00	1.899999999999999911e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.899999999999999911e+00	1.899999999999999911e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.520000000000000018e+00	1.520000000000000018e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.520000000000000018e+00	1.520000000000000018e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.520000000000000018e+00	1.520000000000000018e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
7.600000000000000089e-01	7.600000000000000089e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	6.608695652173912638e-01
1.899999999999999911e+00	1.899999999999999911e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.520000000000000018e+00	1.520000000000000018e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
7.600000000000000089e-01	7.600000000000000089e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-6.608695652173912638e-01
1.520000000000000018e+00	1.520000000000000018e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.520000000000000018e+00	1.520000000000000018e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.520000000000000018e+00	1.520000000000000018e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
